VT WKID	Name	WKT	Accuracy (m)	Area of Use	Minimum Latitude	Minimum Longitude	Maximum Latitude	Maximum Longitude
110032	NAD_1983_To_NAVD88_Alaska_GEOID12B_Height	VERTTRAN["NAD_1983_To_NAVD88_Alaska_GEOID12B_Height",GEOGCS["GCS_North_American_1983",DATUM["D_North_American_1983",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NAD_1983",DATUM["D_North_American_1983",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["NAVD_1988",VDATUM["North_American_Vertical_Datum_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["GEOID"],PARAMETER["Dataset_g2012ba0",0.0]]	4	USA - Alaska	51.3	172.42	71.40000000000001	-129.99
110031	NAD_1983_To_NAVD88_CONUS_GEOID12B_Height	VERTTRAN["NAD_1983_To_NAVD88_CONUS_GEOID12B_Height",GEOGCS["GCS_North_American_1983",DATUM["D_North_American_1983",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NAD_1983",DATUM["D_North_American_1983",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["NAVD_1988",VDATUM["North_American_Vertical_Datum_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["GEOID"],PARAMETER["Dataset_g2012bu0",0.0]]	0.05	USA - CONUS - onshore	24.41	-124.79	49.38	-66.91
110033	NAD_1983_To_NAVD88_Hawaii_GEOID12B_Height	VERTTRAN["NAD_1983_To_NAVD88_Hawaii_GEOID12B_Height",GEOGCS["GCS_North_American_1983",DATUM["D_North_American_1983",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NAD_1983",DATUM["D_North_American_1983",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["NAVD_1988",VDATUM["North_American_Vertical_Datum_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["GEOID"],PARAMETER["Dataset_g2012bh0",0.0]]	2	USA - Hawaii - main islands	15.56	-163.74	25.58	-151.27
110034	NAD_1983_To_PRVD02_GEOID12B_Height	VERTTRAN["NAD_1983_To_PRVD02_GEOID12B_Height",GEOGCS["GCS_North_American_1983",DATUM["D_North_American_1983",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NAD_1983",DATUM["D_North_American_1983",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["PRVD02_height",VDATUM["Puerto_Rico_Vertical_Datum_of_2002"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["GEOID"],PARAMETER["Dataset_g2012bp0",0.0]]	2	Puerto Rico	14.92	-68.49	21.86	-65.04000000000001
110006	NAD_1983_To_VIVD09_GEOID12B_Height	VERTTRAN["NAD_1983_To_VIVD09_GEOID12B_Height",GEOGCS["GCS_North_American_1983",DATUM["D_North_American_1983",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NAD_1983",DATUM["D_North_American_1983",SPHEROID["GRS_1980",6378137.0,298.257222101]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["VIVD09_height",VDATUM["Virgin_Islands_Vertical_Datum_of_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["GEOID"],PARAMETER["Dataset_g2012bp0",0.0]]	2	Virgin Islands, US	16.22	-66.05	21.83	-63.88
  5425	NAP_To_EVRS_2000_1	VERTTRAN["NAP_To_EVRS_2000_1",VERTCS["NAP",VDATUM["Normaal_Amsterdams_Peil"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["EVRS_2000",VDATUM["European_Vertical_Reference_Frame_2000"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset"],PARAMETER["Vertical_Offset",-0.005]]	0.1	Netherlands - onshore	50.75	3.2	53.7	7.22
  4651	Newlyn_(height)_to_EVRF2000_(height)_(1)	VERTTRAN["Newlyn_(height)_to_EVRF2000_(height)_(1)",GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["Newlyn",VDATUM["Ordnance_Datum_Newlyn"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["EVRS_2000",VDATUM["European_Vertical_Reference_Frame_2000"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset_and_Slope"],PARAMETER["Vertical_Offset",0.07],PARAMETER["Longitude_Of_Evaluation",-2.25],PARAMETER["Latitude_Of_Evaluation",54.58333333333334],PARAMETER["Inclination_North",0.044],PARAMETER["Inclination_East",0.0]]	0.1	UK - Great Britain mainland onshore	49.93	-7.06	58.71	1.8
110083	Newlyn_To_EVRS_2000_1	VERTTRAN["Newlyn_To_EVRS_2000_1",GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["Newlyn",VDATUM["Ordnance_Datum_Newlyn"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["EVRS_2000",VDATUM["European_Vertical_Reference_Frame_2000"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset_and_Slope"],PARAMETER["Vertical_Offset",0.07],PARAMETER["Longitude_Of_Evaluation",-2.25],PARAMETER["Latitude_Of_Evaluation",54.58333333333334],PARAMETER["Inclination_North",0.044],PARAMETER["Inclination_East",0.0]]	0.1	UK - Great Britain mainland onshore	49.93	-7.06	58.71	1.8
  5419	NGF_IGN69_To_EVRS_2000_1	VERTTRAN["NGF_IGN69_To_EVRS_2000_1",VERTCS["NGF_IGN69",VDATUM["Nivellement_General_de_la_France_IGN69"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["EVRS_2000",VDATUM["European_Vertical_Reference_Frame_2000"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset"],PARAMETER["Vertical_Offset",-0.486]]	0.1	France - mainland onshore	42.33	-4.87	51.14	8.23
110016	NGVD29_To_NAVD88_HARN_Central	VERTTRAN["NGVD29_To_NAVD88_HARN_Central",GEOGCS["GCS_North_American_1983_HARN",DATUM["D_North_American_1983_HARN",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NGVD_1929",VDATUM["National_Geodetic_Vertical_Datum_1929"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_US",0.3048006096012192]],VERTCS["NAVD_1988",VDATUM["North_American_Vertical_Datum_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["VERTCON"],PARAMETER["Dataset_vertconc.94",0.0]]	0.02	USA - CONUS 89~W-107~W - onshore	25.83	-107	49.38	-89
110014	NGVD29_To_NAVD88_HARN_East	VERTTRAN["NGVD29_To_NAVD88_HARN_East",GEOGCS["GCS_North_American_1983_HARN",DATUM["D_North_American_1983_HARN",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NGVD_1929",VDATUM["National_Geodetic_Vertical_Datum_1929"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_US",0.3048006096012192]],VERTCS["NAVD_1988",VDATUM["North_American_Vertical_Datum_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["VERTCON"],PARAMETER["Dataset_vertcone.94",0.0]]	0.02	USA - CONUS east of 89~W - onshore	24.41	-89	48.32	-66.91
110015	NGVD29_To_NAVD88_HARN_ECW	VERTTRAN["NGVD29_To_NAVD88_HARN_ECW",GEOGCS["GCS_North_American_1983_HARN",DATUM["D_North_American_1983_HARN",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NGVD_1929",VDATUM["National_Geodetic_Vertical_Datum_1929"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_US",0.3048006096012192]],VERTCS["NAVD_1988",VDATUM["North_American_Vertical_Datum_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["VERTCON"],PARAMETER["Dataset_vertconecw.94",0.0]]	0.02	USA - CONUS - onshore	24.41	-124.79	49.38	-66.91
110017	NGVD29_To_NAVD88_HARN_West	VERTTRAN["NGVD29_To_NAVD88_HARN_West",GEOGCS["GCS_North_American_1983_HARN",DATUM["D_North_American_1983_HARN",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NGVD_1929",VDATUM["National_Geodetic_Vertical_Datum_1929"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_US",0.3048006096012192]],VERTCS["NAVD_1988",VDATUM["North_American_Vertical_Datum_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["VERTCON"],PARAMETER["Dataset_vertconw.94",0.0]]	0.02	USA - CONUS west of 107~W - onshore	31.33	-124.79	49.05	-107
  5409	NGVD29_To_NAVD88_NAD27_1_West	VERTTRAN["NGVD29_To_NAVD88_NAD27_1_West",GEOGCS["GCS_North_American_1927",DATUM["D_North_American_1927",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NGVD_1929",VDATUM["National_Geodetic_Vertical_Datum_1929"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_US",0.3048006096012192]],VERTCS["NAVD_1988",VDATUM["North_American_Vertical_Datum_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["VERTCON"],PARAMETER["Dataset_vertconw.94",0.0]]	0.02	USA - CONUS west of 107~W - onshore	31.33	-124.79	49.05	-107
  5410	NGVD29_To_NAVD88_NAD27_2_Central	VERTTRAN["NGVD29_To_NAVD88_NAD27_2_Central",GEOGCS["GCS_North_American_1927",DATUM["D_North_American_1927",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NGVD_1929",VDATUM["National_Geodetic_Vertical_Datum_1929"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_US",0.3048006096012192]],VERTCS["NAVD_1988",VDATUM["North_American_Vertical_Datum_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["VERTCON"],PARAMETER["Dataset_vertconc.94",0.0]]	0.02	USA - CONUS 89~W-107~W - onshore	25.83	-107	49.38	-89
  5411	NGVD29_To_NAVD88_NAD27_3_East	VERTTRAN["NGVD29_To_NAVD88_NAD27_3_East",GEOGCS["GCS_North_American_1927",DATUM["D_North_American_1927",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NGVD_1929",VDATUM["National_Geodetic_Vertical_Datum_1929"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_US",0.3048006096012192]],VERTCS["NAVD_1988",VDATUM["North_American_Vertical_Datum_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["VERTCON"],PARAMETER["Dataset_vertcone.94",0.0]]	0.02	USA - CONUS east of 89~W - onshore	24.41	-89	48.32	-66.91
110009	NGVD29_To_NAVD88_NAD27_ECW	VERTTRAN["NGVD29_To_NAVD88_NAD27_ECW",GEOGCS["GCS_North_American_1927",DATUM["D_North_American_1927",SPHEROID["Clarke_1866",6378206.4,294.9786982]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NGVD_1929",VDATUM["National_Geodetic_Vertical_Datum_1929"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_US",0.3048006096012192]],VERTCS["NAVD_1988",VDATUM["North_American_Vertical_Datum_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["VERTCON"],PARAMETER["Dataset_vertconecw.94",0.0]]	0.02	USA - CONUS - onshore	24.41	-124.79	49.38	-66.91
110012	NGVD29_To_NAVD88_NAD83_Central	VERTTRAN["NGVD29_To_NAVD88_NAD83_Central",GEOGCS["GCS_North_American_1983",DATUM["D_North_American_1983",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NGVD_1929",VDATUM["National_Geodetic_Vertical_Datum_1929"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_US",0.3048006096012192]],VERTCS["NAVD_1988",VDATUM["North_American_Vertical_Datum_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["VERTCON"],PARAMETER["Dataset_vertconc.94",0.0]]	0.02	USA - CONUS 89~W-107~W - onshore	25.83	-107	49.38	-89
110010	NGVD29_To_NAVD88_NAD83_East	VERTTRAN["NGVD29_To_NAVD88_NAD83_East",GEOGCS["GCS_North_American_1983",DATUM["D_North_American_1983",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NGVD_1929",VDATUM["National_Geodetic_Vertical_Datum_1929"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_US",0.3048006096012192]],VERTCS["NAVD_1988",VDATUM["North_American_Vertical_Datum_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["VERTCON"],PARAMETER["Dataset_vertcone.94",0.0]]	0.02	USA - CONUS east of 89~W - onshore	24.41	-89	48.32	-66.91
110011	NGVD29_To_NAVD88_NAD83_ECW	VERTTRAN["NGVD29_To_NAVD88_NAD83_ECW",GEOGCS["GCS_North_American_1983",DATUM["D_North_American_1983",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NGVD_1929",VDATUM["National_Geodetic_Vertical_Datum_1929"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_US",0.3048006096012192]],VERTCS["NAVD_1988",VDATUM["North_American_Vertical_Datum_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["VERTCON"],PARAMETER["Dataset_vertconecw.94",0.0]]	0.02	USA - CONUS - onshore	24.41	-124.79	49.38	-66.91
110013	NGVD29_To_NAVD88_NAD83_West	VERTTRAN["NGVD29_To_NAVD88_NAD83_West",GEOGCS["GCS_North_American_1983",DATUM["D_North_American_1983",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NGVD_1929",VDATUM["National_Geodetic_Vertical_Datum_1929"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_US",0.3048006096012192]],VERTCS["NAVD_1988",VDATUM["North_American_Vertical_Datum_1988"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["VERTCON"],PARAMETER["Dataset_vertconw.94",0.0]]	0.02	USA - CONUS west of 107~W - onshore	31.33	-124.79	49.05	-107
  5426	NN54_To_EVRS_2000_1	VERTTRAN["NN54_To_EVRS_2000_1",GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NN54",VDATUM["Norway_Normal_Null_1954"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["EVRS_2000",VDATUM["European_Vertical_Reference_Frame_2000"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset_and_Slope"],PARAMETER["Vertical_Offset",-0.001],PARAMETER["Longitude_Of_Evaluation",11.16666666666667],PARAMETER["Latitude_Of_Evaluation",62.93333333333333],PARAMETER["Inclination_North",-0.01],PARAMETER["Inclination_East",0.034]]	0.1	Norway - onshore	57.93	4.68	71.20999999999999	31.22
  5428	NVN99_To_EVRS_2000_1	VERTTRAN["NVN99_To_EVRS_2000_1",GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["NVN99",VDATUM["National_Vertical_Network_1999"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["EVRS_2000",VDATUM["European_Vertical_Reference_Frame_2000"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset_and_Slope"],PARAMETER["Vertical_Offset",-0.411],PARAMETER["Longitude_Of_Evaluation",15.0],PARAMETER["Latitude_Of_Evaluation",46.0],PARAMETER["Inclination_North",-0.033],PARAMETER["Inclination_East",0.008]]	0.1	Slovenia - onshore	45.42	13.38	46.88	16.61
  4442	NZVD2009_To_Auckland_1	VERTTRAN["NZVD2009_To_Auckland_1",VERTCS["NZVD2009_height",VDATUM["New_Zealand_Vertical_Datum_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["Auckland",VDATUM["Auckland"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset"],PARAMETER["Vertical_Offset",0.34]]	0.05	New Zealand - North Island - Auckland vcrs	-37.67	174	-36.12	176.17
  4451	NZVD2009_To_Bluff_1	VERTTRAN["NZVD2009_To_Bluff_1",VERTCS["NZVD2009_height",VDATUM["New_Zealand_Vertical_Datum_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["Bluff",VDATUM["Bluff"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset"],PARAMETER["Vertical_Offset",0.36]]	0.05	New Zealand - South Island - Bluff vcrs	-46.71	168.01	-46.26	168.86
  4450	NZVD2009_To_Dunedin_1	VERTTRAN["NZVD2009_To_Dunedin_1",VERTCS["NZVD2009_height",VDATUM["New_Zealand_Vertical_Datum_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["Dunedin",VDATUM["Dunedin"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset"],PARAMETER["Vertical_Offset",0.49]]	0.07000000000000001	New Zealand - South Island - Dunedin vcrs	-46.4	167.73	-43.82	171.28
  4453	NZVD2009_To_Dunedin_Bluff_1960_1	VERTTRAN["NZVD2009_To_Dunedin_Bluff_1960_1",VERTCS["NZVD2009_height",VDATUM["New_Zealand_Vertical_Datum_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["Dunedin_Bluff_1960_height",VDATUM["Dunedin_Bluff_1960"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset"],PARAMETER["Vertical_Offset",0.38]]	0.04	New Zealand - South Island - Dunedin-Bluff vcrs	-46.73	166.37	-44.52	169.95
  4445	NZVD2009_To_Gisborne_1	VERTTRAN["NZVD2009_To_Gisborne_1",VERTCS["NZVD2009_height",VDATUM["New_Zealand_Vertical_Datum_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["Gisborne",VDATUM["Gisborne"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset"],PARAMETER["Vertical_Offset",0.34]]	0.02	New Zealand - North Island - Gisborne vcrs	-39.04	176.41	-37.49	178.63
  4449	NZVD2009_To_Lyttleton_1	VERTTRAN["NZVD2009_To_Lyttleton_1",VERTCS["NZVD2009_height",VDATUM["New_Zealand_Vertical_Datum_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["Lyttleton",VDATUM["Lyttleton"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset"],PARAMETER["Vertical_Offset",0.47]]	0.09	New Zealand - South Island - Lyttleton vcrs	-44.92	168.95	-41.6	173.77
  4443	NZVD2009_To_Moturiki_1	VERTTRAN["NZVD2009_To_Moturiki_1",VERTCS["NZVD2009_height",VDATUM["New_Zealand_Vertical_Datum_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["Moturiki",VDATUM["Moturiki"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset"],PARAMETER["Vertical_Offset",0.24]]	0.06	New Zealand - North Island - Moturiki vcrs	-40.59	174.57	-37.52	177.26
  4446	NZVD2009_To_Napier_1	VERTTRAN["NZVD2009_To_Napier_1",VERTCS["NZVD2009_height",VDATUM["New_Zealand_Vertical_Datum_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["Napier",VDATUM["Napier"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset"],PARAMETER["Vertical_Offset",0.2]]	0.05	New Zealand - North Island - Hawkes Bay mc Napier vcrs	-40.57	175.8	-38.87	178.07
  4444	NZVD2009_To_Nelson_1	VERTTRAN["NZVD2009_To_Nelson_1",VERTCS["NZVD2009_height",VDATUM["New_Zealand_Vertical_Datum_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["Nelson",VDATUM["Nelson"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset"],PARAMETER["Vertical_Offset",0.29]]	0.07000000000000001	New Zealand - South Island - Nelson vcrs	-42.44	171.82	-40.44	174.46
  4441	NZVD2009_To_One_Tree_Point_1	VERTTRAN["NZVD2009_To_One_Tree_Point_1",VERTCS["NZVD2009_height",VDATUM["New_Zealand_Vertical_Datum_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["One_Tree_Point",VDATUM["One_Tree_Point"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset"],PARAMETER["Vertical_Offset",0.06]]	0.03	New Zealand - North Island - One Tree vcrs	-36.41	172.61	-34.36	174.83
  4452	NZVD2009_To_Stewart_Island_1	VERTTRAN["NZVD2009_To_Stewart_Island_1",VERTCS["NZVD2009_height",VDATUM["New_Zealand_Vertical_Datum_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["Stewart_Island",VDATUM["Stewart_Island"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset"],PARAMETER["Vertical_Offset",0.39]]	0.15	New Zealand - Stewart Island	-47.33	167.29	-46.63	168.34
  4447	NZVD2009_To_Taranaki_1	VERTTRAN["NZVD2009_To_Taranaki_1",VERTCS["NZVD2009_height",VDATUM["New_Zealand_Vertical_Datum_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["Taranaki",VDATUM["Taranaki"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset"],PARAMETER["Vertical_Offset",0.32]]	0.05	New Zealand - North Island - Taranaki vcrs	-39.92	173.68	-38.41	174.95
  4448	NZVD2009_To_Wellington_1	VERTTRAN["NZVD2009_To_Wellington_1",VERTCS["NZVD2009_height",VDATUM["New_Zealand_Vertical_Datum_2009"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["Wellington",VDATUM["Wellington"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset"],PARAMETER["Vertical_Offset",0.44]]	0.04	New Zealand - North Island - Wellington vcrs	-41.67	174.52	-40.12	176.56
